FIPS,Name,Area,Pop_2000,Pop_2010
5139,Union County,1039,45629,41639
5141,Van Buren County,708,16192,17295
5143,Washington County,942,157715,203065
5145,White County,1035,67165,77076
5147,Woodruff County,587,8741,7260
5149,Yell County,930,21139,22185
6001,Alameda County,739,1443741,1510271
6003,Alpine County,738,1208,1175
6005,Amador County,595,35100,38091
6007,Butte County,1636,203171,220000
6009,Calaveras County,1020,40554,45578
6011,Colusa County,1151,18804,21419
6013,Contra Costa County,716,948816,1049025
6015,Del Norte County,1006,27507,28610
6017,El Dorado County,1708,156299,181058
6019,Fresno County,5958,799407,930450
6021,Glenn County,1314,26453,28122
6023,Humboldt County,3568,126518,134623
6025,Imperial County,4177,142361,174528
6027,Inyo County,10181,17945,18546
6029,Kern County,8132,661645,839631
6031,Kings County,1389,129461,152982
6033,Lake County,1256,58309,64665
6035,Lassen County,4541,33828,34895
6037,Los Angeles County,4058,9519338,9818605
6039,Madera County,2137,123109,150865
6041,Marin County,520,247289,252409
6043,Mariposa County,1449,17130,18251
6045,Mendocino County,3506,86265,87841
6047,Merced County,1935,210554,255793
6049,Modoc County,3918,9449,9686
6051,Mono County,3049,12853,14202
6053,Monterey County,3281,401762,415057
6055,Napa County,748,124279,136484
6057,Nevada County,958,92033,98764
6059,Orange County,791,2846289,3010232
6061,Placer County,1407,248399,348432
6063,Plumas County,2553,20824,20007
6065,Riverside County,7206,1545387,2189641
6067,Sacramento County,965,1223499,1418788
6069,San Benito County,1389,53234,55269
6071,San Bernardino County,20057,1709434,2035210
6073,San Diego County,4207,2813833,3095313
6075,San Francisco County,47,776733,805235
6077,San Joaquin County,1391,563598,685306
6079,San Luis Obispo County,3299,246681,269637
6081,San Mateo County,448,707161,718451
6083,Santa Barbara County,2735,399347,423895
6085,Santa Clara County,1290,1682585,1781642
6087,Santa Cruz County,445,255602,262382
6089,Shasta County,3775,163256,177223
6091,Sierra County,953,3555,3240
6093,Siskiyou County,6278,44301,44900
6095,Solano County,822,394542,413344
6097,Sonoma County,1576,458614,483878
6099,Stanislaus County,1495,446997,514453
6101,Sutter County,602,78930,94737
6103,Tehama County,2950,56039,63463
6105,Trinity County,3179,13022,13786
6107,Tulare County,4824,368021,442179
6109,Tuolumne County,2221,54501,55365
6111,Ventura County,1843,753197,823318
6113,Yolo County,1015,168660,200849
6115,Yuba County,632,60219,72155
8001,Adams County,1168,363857,441603
8003,Alamosa County,723,14966,15445
8005,Arapahoe County,798,487967,572003
8007,Archuleta County,1350,9898,12084
8009,Baca County,2555,4517,3788
8011,Bent County,1513,5998,6499
8013,Boulder County,726,291288,294567
8014,Broomfield County,33,,55889
8015,Chaffee County,1013,16242,17809
8017,Cheyenne County,1778,2231,1836
8019,Clear Creek County,395,9322,9088
8021,Conejos County,1287,8400,8256
8023,Costilla County,1227,3663,3524
8025,Crowley County,787,5518,5823
8027,Custer County,739,3503,4255
8029,Delta County,1142,27834,30952
8031,Denver County,153,554636,600158
8033,Dolores County,1067,1844,2064
8035,Douglas County,840,175766,285465
8037,Eagle County,1685,41659,52197
8039,Elbert County,1851,19872,23086
8041,El Paso County,2127,516929,622263
8043,Fremont County,1533,46145,46824
8045,Garfield County,2948,43791,56389
8047,Gilpin County,150,4757,5441
8049,Grand County,1846,12442,14843
8051,Gunnison County,3239,13956,15324
8053,Hinsdale County,1117,790,843
8055,Huerfano County,1591,7862,6711
8057,Jackson County,1614,1577,1394
8059,Jefferson County,764,527056,534543
8061,Kiowa County,1768,1622,1398
8063,Kit Carson County,2161,8011,8270
8065,Lake County,377,7812,7310
8067,La Plata County,1692,43941,51334
8069,Larimer County,2596,251494,299630
8071,Las Animas County,4773,15207,15507
8073,Lincoln County,2578,6087,5467
8075,Logan County,1839,20504,22709
8077,Mesa County,3329,116255,146723
8079,Mineral County,876,831,712
8081,Moffat County,4743,13184,13795
8083,Montezuma County,2030,23830,25535
8085,Montrose County,2241,33432,41276
8087,Morgan County,1280,27171,28159
8089,Otero County,1262,20311,18831
8091,Ouray County,542,3742,4436
8093,Park County,2194,14523,16206
8095,Phillips County,688,4480,4442
8097,Pitkin County,971,14872,17148
8099,Prowers County,1638,14483,12551
8101,Pueblo County,2386,141472,159063
8103,Rio Blanco County,3221,5986,6666
8105,Rio Grande County,912,12413,11982
8107,Routt County,2362,19690,23509
8109,Saguache County,3169,5917,6108
8111,San Juan County,387,558,699
8113,San Miguel County,1287,6594,7359
8115,Sedgwick County,548,2747,2379
8117,Summit County,608,23548,27994
8119,Teller County,557,20555,23350
8121,Washington County,2518,4926,4814
8123,Weld County,3987,180936,252825
8125,Yuma County,2364,9841,10043
9001,Fairfield County,625,882567,916829
9003,Hartford County,735,857183,894014
9005,Litchfield County,921,182193,189927
9007,Middlesex County,369,155071,165676
9009,New Haven County,605,824008,862477
9011,New London County,665,259088,274055
9013,Tolland County,410,136364,152691
9015,Windham County,513,109091,118428
10001,Kent County,586,126697,162310
10003,New Castle County,426,500265,538479
10005,Sussex County,936,156638,197145
11001,District of Columbia,61,572059,601723
12001,Alachua County,875,217955,247336
12003,Baker County,585,22259,27115
12005,Bay County,758,148217,168852
12007,Bradford County,294,26088,28520
12009,Brevard County,1016,476230,543376
12011,Broward County,1210,1623018,1748066
12013,Calhoun County,567,13017,14625
12015,Charlotte County,680,141627,159978
12017,Citrus County,582,118085,141236
12019,Clay County,604,140814,190865
12021,Collier County,1998,251377,321520
12023,Columbia County,798,56513,67531
12027,DeSoto County,637,32209,34862
12029,Dixie County,705,13827,16422
12031,Duval County,762,778879,864263
12033,Escambia County,656,294410,297619
12035,Flagler County,485,49832,95696
12037,Franklin County,535,11057,11549
12039,Gadsden County,516,45087,46389
12041,Gilchrist County,350,14437,16939
12043,Glades County,806,10576,12884
12045,Gulf County,564,13332,15863
12047,Hamilton County,514,13327,14799
12049,Hardee County,638,26938,27731
12051,Hendry County,1153,36210,39140
12053,Hernando County,473,130802,172778
12055,Highlands County,1017,87366,98786
12057,Hillsborough County,1020,998948,1229226
12059,Holmes County,479,18564,19927
12061,Indian River County,503,112947,138028
12063,Jackson County,918,46755,49746
12065,Jefferson County,598,12902,14761
12067,Lafayette County,543,7022,8870
12069,Lake County,938,210528,297052
12071,Lee County,785,440888,618754
12073,Leon County,667,239452,275487
12075,Levy County,1118,34450,40801
12077,Liberty County,836,7021,8365
12079,Madison County,696,18733,19224
12081,Manatee County,743,264002,322833
12083,Marion County,1585,258916,331298
12085,Martin County,543,126731,146318
12086,Miami-Dade County,1898,2253362,2496435
12087,Monroe County,983,79589,73090
12089,Nassau County,649,57663,73314
12091,Okaloosa County,930,170498,180822
12093,Okeechobee County,769,35910,39996
12095,Orange County,903,896344,1145956
12097,Osceola County,1327,172493,268685
12099,Palm Beach County,1970,1131184,1320134
12101,Pasco County,747,344765,464697
12103,Pinellas County,274,921482,916542
12105,Polk County,1798,483924,602095
12107,Putnam County,728,70423,74364
12109,St. Johns County,601,123135,190039
12111,St. Lucie County,572,192695,277789
12113,Santa Rosa County,1012,117743,151372
12115,Sarasota County,556,325957,379448
12117,Seminole County,309,365196,422718
12119,Sumter County,547,53345,93420
12121,Suwannee County,689,34844,41551
12123,Taylor County,1043,19256,22570
12125,Union County,244,13442,15535
12127,Volusia County,1101,443343,494593
12129,Wakulla County,606,22863,30776
12131,Walton County,1038,40601,55043
12133,Washington County,583,20973,24896
13001,Appling County,507,17419,18236
13003,Atkinson County,339,7609,8375
13005,Bacon County,259,10103,11096
13007,Baker County,342,4074,3451
13009,Baldwin County,258,44700,45720
13011,Banks County,232,14422,18395
13013,Barrow County,160,46144,69367
13015,Bartow County,460,76019,100157
13017,Ben Hill County,250,17484,17634
13019,Berrien County,452,16235,19286
13021,Bibb County,250,153887,155547
13023,Bleckley County,216,11666,13063
13025,Brantley County,442,14629,18411
13027,Brooks County,493,16450,16243
13029,Bryan County,436,23417,30233
13031,Bulloch County,673,55983,70217
13033,Burke County,827,22243,23316
13035,Butts County,184,19522,23655
13037,Calhoun County,280,6320,6694
13039,Camden County,613,43664,50513
13043,Candler County,243,9577,10998
13045,Carroll County,499,87268,110527
13047,Catoosa County,162,53282,63942
13049,Charlton County,774,10282,12171
13051,Chatham County,426,232048,265128
13053,Chattahoochee County,249,14882,11267
13055,Chattooga County,313,25470,26015
13057,Cherokee County,422,141903,214346
13059,Clarke County,119,101489,116714
13061,Clay County,195,3357,3183
13063,Clayton County,142,236517,259424
13065,Clinch County,800,6878,6798
13067,Cobb County,340,607751,688078
13069,Coffee County,575,37413,42356
13071,Colquitt County,544,42053,45498
13073,Columbia County,290,89288,124053
13075,Cook County,227,15771,17212
13077,Coweta County,441,89215,127317
13079,Crawford County,325,12495,12630
13081,Crisp County,273,21996,23439
13083,Dade County,174,15154,16633
13085,Dawson County,211,15999,22330
13087,Decatur County,597,28240,27842
13089,DeKalb County,268,665865,691893
13091,Dodge County,496,19171,21796
13093,Dooly County,392,11525,14918
13095,Dougherty County,329,96065,94565
13097,Douglas County,200,92174,132403
13099,Early County,513,12354,11008
13101,Echols County,415,3754,4034
13103,Effingham County,478,37535,52250
13105,Elbert County,351,20511,20166
13107,Emanuel County,681,21837,22598
13109,Evans County,183,10495,11000
13111,Fannin County,387,19798,23682
13113,Fayette County,194,91263,106567
13115,Floyd County,510,90565,96317
13117,Forsyth County,224,98407,175511
13119,Franklin County,262,20285,22084
13121,Fulton County,527,816006,920581
13123,Gilmer County,427,23456,28292
13125,Glascock County,144,2556,3082
13127,Glynn County,420,67568,79626
13129,Gordon County,356,44104,55186
13131,Grady County,455,23659,25011
13133,Greene County,387,14406,15994
13135,Gwinnett County,430,588448,805321
13137,Habersham County,277,35902,43041
13139,Hall County,393,139277,179684
13141,Hancock County,472,10076,9429
13143,Haralson County,282,25690,28780
13145,Harris County,464,23695,32024
13147,Hart County,232,22997,25213
13149,Heard County,296,11012,11834
13151,Henry County,322,119341,203922
13153,Houston County,376,110765,139900
13155,Irwin County,354,9931,9538
13157,Jackson County,340,41589,60485
13159,Jasper County,368,11426,13900
13161,Jeff Davis County,331,12684,15068
13163,Jefferson County,526,17266,16930
13165,Jenkins County,347,8575,8340
13167,Johnson County,303,8560,9980
13169,Jones County,394,23639,28669
13171,Lamar County,184,15912,18317
13173,Lanier County,185,7241,10078
13175,Laurens County,807,44874,48434
13177,Lee County,356,24757,28298
13179,Liberty County,490,61610,63453
13181,Lincoln County,210,8348,7996
13183,Long County,400,10304,14464
13185,Lowndes County,496,92115,109233
13187,Lumpkin County,283,21016,29966
13189,McDuffie County,257,21231,21875
13191,McIntosh County,424,10847,14333
13193,Macon County,401,14074,14740
13195,Madison County,282,25730,28120
13197,Marion County,366,7144,8742
13199,Meriwether County,501,22534,21992
13201,Miller County,282,6383,6125
13205,Mitchell County,512,23932,23498
13207,Monroe County,396,21757,26424
13209,Montgomery County,240,8270,9123
13211,Morgan County,347,15457,17868
13213,Murray County,344,36506,39628
13215,Muscogee County,216,186291,189885
13217,Newton County,272,62001,99958
13219,Oconee County,184,26225,32808
13221,Oglethorpe County,439,12635,14899
13223,Paulding County,312,81678,142324
13225,Peach County,150,23668,27695
13227,Pickens County,232,22983,29431
13229,Pierce County,316,15636,18758
13231,Pike County,216,13688,17869
13233,Polk County,310,38127,41475
13235,Pulaski County,249,9588,12010
13237,Putnam County,345,18812,21218
13239,Quitman County,151,2598,2513
13241,Rabun County,370,15050,16276
13243,Randolph County,428,7791,7719
13245,Richmond County,324,199775,200549
13247,Rockdale County,130,70111,85215
13249,Schley County,167,3766,5010
13251,Screven County,645,15374,14593
13253,Seminole County,235,9369,8729
13255,Spalding County,196,58417,64073
13257,Stephens County,179,25435,26175
13259,Stewart County,459,5252,6058
13261,Sumter County,483,33200,32819
13263,Talbot County,391,6498,6865
13265,Taliaferro County,195,2077,1717
13267,Tattnall County,479,22305,25520
13269,Taylor County,377,8815,8906
13271,Telfair County,437,11794,16500
13273,Terrell County,335,10970,9315
13275,Thomas County,545,42737,44720
13277,Tift County,259,38407,40118
13279,Toombs County,364,26067,27223
13281,Towns County,167,9319,10471
13283,Treutlen County,199,6854,6885
13285,Troup County,414,58779,67044
13287,Turner County,285,9504,8930
13289,Twiggs County,358,10590,9023
13291,Union County,322,17289,21356
13293,Upson County,323,27597,27153
13295,Walker County,446,61053,68756
13297,Walton County,326,60687,83768
13299,Ware County,892,35483,36312
13301,Warren County,284,6336,5834
13303,Washington County,678,21176,21187
13305,Wayne County,642,26565,30099
13307,Webster County,209,2390,2799
13309,Wheeler County,295,6179,7421
13311,White County,241,19944,27144
13313,Whitfield County,290,83525,102599
13315,Wilcox County,378,8577,9255
13317,Wilkes County,469,10687,10593
13319,Wilkinson County,447,10220,9563
13321,Worth County,571,21967,21679
15001,Hawaii County,4028,148677,185079
15003,Honolulu County,601,876156,953207
15005,Kalawao County,12,147,90
15007,Kauai County,620,58463,67091
15009,Maui County,1162,128094,154834
16001,Ada County,1053,300904,392365
16003,Adams County,1363,3476,3976
16005,Bannock County,1112,75565,82839
16007,Bear Lake County,975,6411,5986
16009,Benewah County,777,9171,9285
16011,Bingham County,2094,41735,45607
16013,Blaine County,2644,18991,21376
16015,Boise County,1899,6670,7028
16017,Bonner County,1735,36835,40877
16019,Bonneville County,1866,82522,104234
16021,Boundary County,1269,9871,10972
16023,Butte County,2232,2899,2891
16025,Camas County,1074,991,1117
16027,Canyon County,587,131441,188923
16029,Caribou County,1764,7304,6963
16031,Cassia County,2565,21416,22952
16033,Clark County,1764,1022,982
16035,Clearwater County,2457,8930,8761
16037,Custer County,4921,4342,4368
16039,Elmore County,3075,29130,27038
16041,Franklin County,664,11329,12786
16043,Fremont County,1864,11819,13242
16045,Gem County,561,15181,16719
16047,Gooding County,729,14155,15464
16049,Idaho County,8477,15511,16267
16051,Jefferson County,1094,19155,26140
16053,Jerome County,597,18342,22374
16055,Kootenai County,1244,108685,138494
16057,Latah County,1076,34935,37244
16059,Lemhi County,4563,7806,7936
16061,Lewis County,479,3747,3821
16063,Lincoln County,1201,4044,5208
16065,Madison County,469,27467,37536
16067,Minidoka County,758,20174,20069
16069,Nez Perce County,848,37410,39265
16071,Oneida County,1200,4125,4286
16073,Owyhee County,7666,10644,11526
16075,Payette County,407,20578,22623
16077,Power County,1404,7538,7817
16079,Shoshone County,2630,13771,12765
16081,Teton County,449,5999,10170
16083,Twin Falls County,1921,64284,77230
16085,Valley County,3665,7651,9862
16087,Washington County,1453,9977,10198
17001,Adams County,855,68277,67103
17003,Alexander County,236,9590,8238
17005,Bond County,380,17633,17768
17007,Boone County,281,41786,54165
17009,Brown County,306,6950,6937
17011,Bureau County,869,35503,34978
17013,Calhoun County,254,5084,5089
17015,Carroll County,445,16674,15387
17017,Cass County,376,13695,13642
17019,Champaign County,996,179669,201081
17021,Christian County,709,35372,34800
17023,Clark County,501,17008,16335
17025,Clay County,468,14560,13815
17027,Clinton County,474,35535,37762
17029,Coles County,508,53196,53873
17031,Cook County,945,5376741,5194675
17033,Crawford County,444,20452,19817
17035,Cumberland County,346,11253,11048
17037,DeKalb County,631,88969,105160
17039,De Witt County,398,16798,16561
17041,Douglas County,417,19922,19980
17043,DuPage County,328,904161,916924
17045,Edgar County,623,19704,18576
17047,Edwards County,222,6971,6721
17049,Effingham County,479,34264,34242
17051,Fayette County,716,21802,22140
17053,Ford County,486,14241,14081
17055,Franklin County,409,39018,39561
17057,Fulton County,866,38250,37069
17059,Gallatin County,323,6445,5589
17061,Greene County,543,14761,13886
17063,Grundy County,418,37535,50063
17065,Hamilton County,435,8621,8457
17067,Hancock County,794,20121,19104
17069,Hardin County,178,4800,4320
17071,Henderson County,379,8213,7331
17073,Henry County,823,51020,50486
17075,Iroquois County,1117,31334,29718
17077,Jackson County,584,59612,60218
17079,Jasper County,495,10117,9698
17081,Jefferson County,571,40045,38827
17083,Jersey County,369,21668,22985
17085,Jo Daviess County,601,22289,22678
17087,Johnson County,344,12878,12582
17089,Kane County,520,404119,515269
17091,Kankakee County,677,103833,113449
17093,Kendall County,320,54544,114736
17095,Knox County,716,55836,52919
17097,Lake County,444,644356,703462
17099,LaSalle County,1135,111509,113924
17101,Lawrence County,372,15452,16833
17103,Lee County,725,36062,36031
17105,Livingston County,1044,39678,38950
17107,Logan County,618,31183,30305
17109,McDonough County,589,32913,32612
17111,McHenry County,603,260077,308760
17113,McLean County,1183,150433,169572
17115,Macon County,581,114706,110768
17117,Macoupin County,863,49019,47765
17119,Madison County,716,258941,269282
17121,Marion County,572,41691,39437
17123,Marshall County,387,13180,12640
17125,Mason County,539,16038,14666
17127,Massac County,237,15161,15429
17129,Menard County,314,12486,12705
17131,Mercer County,561,16957,16434
17133,Monroe County,385,27619,32957
17135,Montgomery County,704,30652,30104
17137,Morgan County,569,36616,35547
17139,Moultrie County,336,14287,14846
17141,Ogle County,759,51032,53497
17143,Peoria County,619,183433,186494
17145,Perry County,442,23094,22350
17147,Piatt County,439,16365,16729
17149,Pike County,831,17384,16430
17151,Pope County,369,4413,4470
17153,Pulaski County,199,7348,6161
17155,Putnam County,160,6086,6006
17157,Randolph County,576,33893,33476
17159,Richland County,360,16149,16233
17161,Rock Island County,428,149374,147546
17163,St. Clair County,658,256082,270056
17165,Saline County,380,26733,24913
17167,Sangamon County,868,188951,197465
17169,Schuyler County,437,7189,7544
17171,Scott County,251,5537,5355
17173,Shelby County,759,22893,22363
17175,Stark County,288,6332,5994
17177,Stephenson County,565,48979,47711
17179,Tazewell County,649,128485,135394
17181,Union County,413,18293,17808
17183,Vermilion County,898,83919,81625
17185,Wabash County,223,12937,11947
17187,Warren County,542,18735,17707
17189,Washington County,563,15148,14716
17191,Wayne County,714,17151,16760
17193,White County,495,15371,14665
17195,Whiteside County,684,60653,58498
17197,Will County,837,502266,677560
17199,Williamson County,420,61296,66357
17201,Winnebago County,513,278418,295266
17203,Woodford County,528,35469,38664
18001,Adams County,339,33625,34387
18003,Allen County,657,331849,355329
18005,Bartholomew County,407,71435,76794
18007,Benton County,406,9421,8854
18009,Blackford County,165,14048,12766
18011,Boone County,423,46107,56640
18013,Brown County,312,14957,15242
18015,Carroll County,372,20165,20155
18017,Cass County,412,40930,38966
18019,Clark County,373,96472,110232
18021,Clay County,358,26556,26890
18023,Clinton County,405,33866,33224
18025,Crawford County,306,10743,10713
18027,Daviess County,429,29820,31648
18029,Dearborn County,305,46109,50047
18031,Decatur County,373,24555,25740
18033,DeKalb County,363,40285,42223
18035,Delaware County,392,118769,117671
18037,Dubois County,427,39674,41889
18039,Elkhart County,463,182791,197559
18041,Fayette County,215,25588,24277
18043,Floyd County,148,70823,74578
18045,Fountain County,396,17954,17240
18047,Franklin County,384,22151,23087
18049,Fulton County,368,20511,20836
18051,Gibson County,487,32500,33503
18053,Grant County,414,73403,70061
18055,Greene County,542,33157,33165
18057,Hamilton County,394,182740,274569
18059,Hancock County,306,55391,70002
18061,Harrison County,485,34325,39364
18063,Hendricks County,407,104093,145448
18065,Henry County,392,48508,49462
18067,Howard County,293,84964,82752
18069,Huntington County,383,38075,37124
18071,Jackson County,509,41335,42376
18073,Jasper County,560,30043,33478
18075,Jay County,384,21806,21253
18077,Jefferson County,361,31705,32428
18079,Jennings County,377,27554,28525
18081,Johnson County,320,115209,139654
18083,Knox County,516,39256,38440
18085,Kosciusko County,531,74057,77358
18087,LaGrange County,380,34909,37128
18089,Lake County,499,484564,496005
18091,LaPorte County,598,110106,111467
18093,Lawrence County,449,45922,46134
18095,Madison County,452,133358,131636
18097,Marion County,396,860454,903393
18099,Marshall County,444,45128,47051
18101,Martin County,336,10369,10334
18103,Miami County,374,36082,36903
18105,Monroe County,395,120563,137974
18107,Montgomery County,505,37629,38124
18109,Morgan County,404,66689,68894
18111,Newton County,402,14566,14244
18113,Noble County,411,46275,47536
18115,Ohio County,86,5623,6128
18117,Orange County,398,19306,19840
18119,Owen County,385,21786,21575
18121,Parke County,445,17241,17339
18123,Perry County,382,18899,19338
18125,Pike County,334,12837,12845
18127,Porter County,418,146798,164343
18129,Posey County,410,27061,25910
18131,Pulaski County,434,13755,13402
18133,Putnam County,481,36019,37963
18135,Randolph County,452,27401,26171
18137,Ripley County,446,26523,28818
18139,Rush County,408,18261,17392
18141,St. Joseph County,458,265559,266931
18143,Scott County,190,22960,24181
18145,Shelby County,411,43445,44436
18147,Spencer County,397,20391,20952
18149,Starke County,309,23556,23363
18151,Steuben County,309,33214,34185
18153,Sullivan County,447,21751,21475
18155,Switzerland County,221,9065,10613
18157,Tippecanoe County,500,148955,172780
18159,Tipton County,261,16577,15936
18161,Union County,161,7349,7516
18163,Vanderburgh County,233,171922,179703
18165,Vermillion County,257,16788,16212
18167,Vigo County,403,105848,107848
18169,Wabash County,412,34960,32888
18171,Warren County,365,8419,8508
18173,Warrick County,385,52383,59689
18175,Washington County,514,27223,28262
18177,Wayne County,402,71097,68917
18179,Wells County,368,27600,27636
18181,White County,505,25267,24643
18183,Whitley County,336,30707,33292
19001,Adair County,569,8243,7682
19003,Adams County,423,4482,4029
19005,Allamakee County,639,14675,14330
19007,Appanoose County,497,13721,12887
19009,Audubon County,443,6830,6119
19011,Benton County,716,25308,26076
19013,Black Hawk County,566,128012,131090
19015,Boone County,572,26224,26306
19017,Bremer County,435,23325,24276
19019,Buchanan County,571,21093,20958
19021,Buena Vista County,575,20411,20260
19023,Butler County,580,15305,14867
19025,Calhoun County,570,11115,9670
19027,Carroll County,569,21421,20816
19029,Cass County,564,14684,13956
19031,Cedar County,579,18187,18499
19033,Cerro Gordo County,568,46447,44151
19035,Cherokee County,577,13035,12072
19037,Chickasaw County,504,13095,12439
19039,Clarke County,431,9133,9286
19041,Clay County,567,17372,16667
19043,Clayton County,779,18678,18129
19045,Clinton County,695,50149,49116
19047,Crawford County,714,16942,17096
19049,Dallas County,588,40750,66135
19051,Davis County,502,8541,8753
19053,Decatur County,532,8689,8457
19055,Delaware County,578,18404,17764
19057,Des Moines County,416,42351,40325
19059,Dickinson County,381,16424,16667
19061,Dubuque County,608,89143,93653
19063,Emmet County,396,11027,10302
19065,Fayette County,731,22008,20880
19067,Floyd County,501,16900,16303
19069,Franklin County,582,10704,10680
19071,Fremont County,511,8010,7441
19073,Greene County,570,10366,9336
19075,Grundy County,502,12369,12453
19077,Guthrie County,591,11353,10954
19079,Hamilton County,577,16438,15673
19081,Hancock County,571,12100,11341
19083,Hardin County,569,18812,17534
19085,Harrison County,697,15666,14928
19087,Henry County,434,20336,20145
19089,Howard County,473,9932,9566
19091,Humboldt County,434,10381,9815
19093,Ida County,432,7837,7089
19095,Iowa County,586,15671,16355
19097,Jackson County,636,20296,19848
19099,Jasper County,730,37213,36842
19101,Jefferson County,436,16181,16843
19103,Johnson County,614,111006,130882
19105,Jones County,576,20221,20638
19107,Keokuk County,579,11400,10511
19109,Kossuth County,973,17163,15543
19111,Lee County,518,38052,35862
19113,Linn County,717,191701,211226
19115,Louisa County,402,12183,11387
19117,Lucas County,431,9422,8898
19119,Lyon County,588,11763,11581
19121,Madison County,561,14019,15679
19123,Mahaska County,571,22335,22381
19125,Marion County,555,32052,33309
19127,Marshall County,573,39311,40648
19129,Mills County,437,14547,15059
19131,Mitchell County,469,10874,10776
19133,Monona County,694,10020,9243
19135,Monroe County,434,8016,7970
19137,Montgomery County,424,11771,10740
19139,Muscatine County,437,41722,42745
19141,O'Brien County,573,15102,14398
19143,Osceola County,399,7003,6462
19145,Page County,535,16976,15932
19147,Palo Alto County,564,10147,9421
19149,Plymouth County,863,24849,24986
19151,Pocahontas County,577,8662,7310
19153,Polk County,574,374601,430640
19155,Pottawattamie County,950,87704,93158
19157,Poweshiek County,585,18815,18914
19159,Ringgold County,536,5469,5131
19161,Sac County,575,11529,10350
19163,Scott County,458,158668,165224
19165,Shelby County,591,13173,12167
19167,Sioux County,768,31589,33704
19169,Story County,573,79981,89542
19171,Tama County,721,18103,17767
19173,Taylor County,532,6958,6317
19175,Union County,424,12309,12534
19177,Van Buren County,485,7809,7570
19179,Wapello County,432,36051,35625
19181,Warren County,570,40671,46225
19183,Washington County,569,20670,21704
19185,Wayne County,525,6730,6403
19187,Webster County,716,40235,38013
19189,Winnebago County,400,11723,10866
19191,Winneshiek County,690,21310,21056
19193,Woodbury County,873,103877,102172
19195,Worth County,400,7909,7598
19197,Wright County,580,14334,13229
20001,Allen County,500,14385,13371
20003,Anderson County,580,8110,8102
20005,Atchison County,431,16774,16924
20007,Barber County,1134,5307,4861
20009,Barton County,895,28205,27674
20011,Bourbon County,635,15379,15173
20013,Brown County,571,10724,9984
20015,Butler County,1430,59482,65880
20017,Chase County,773,3030,2790
20019,Chautauqua County,639,4359,3669
20021,Cherokee County,588,22605,21603
20023,Cheyenne County,1020,3165,2726
20025,Clark County,975,2390,2215
20027,Clay County,645,8822,8535
20029,Cloud County,715,10268,9533
20031,Coffey County,627,8865,8601
20033,Comanche County,788,1967,1891
20035,Cowley County,1126,36291,36311
20037,Crawford County,590,38242,39134
20039,Decatur County,894,3472,2961
20041,Dickinson County,847,19344,19754
20043,Doniphan County,393,8249,7945
20045,Douglas County,456,99962,110826
20047,Edwards County,622,3449,3037
20049,Elk County,644,3261,2882
20051,Ellis County,900,27507,28452
20053,Ellsworth County,716,6525,6497
20055,Finney County,1302,40523,36776
20057,Ford County,1098,32458,33848
20059,Franklin County,572,24784,25992
20061,Geary County,385,27947,34362
20063,Gove County,1072,3068,2695
20065,Graham County,899,2946,2597
20067,Grant County,575,7909,7829
20069,Gray County,869,5904,6006
20071,Greeley County,778,1534,1247
20073,Greenwood County,1143,7673,6689
20075,Hamilton County,997,2670,2690
20077,Harper County,801,6536,6034
20079,Harvey County,540,32869,34684
20081,Haskell County,578,4307,4256
20083,Hodgeman County,860,2085,1916
20085,Jackson County,656,12657,13462
20087,Jefferson County,533,18426,19126
20089,Jewell County,910,3791,3077
20091,Johnson County,473,451086,544179
20093,Kearny County,871,4531,3977
20095,Kingman County,863,8673,7858
20097,Kiowa County,723,3278,2553
20099,Labette County,645,22835,21607
20101,Lane County,717,2155,1750
20103,Leavenworth County,463,68691,76227
20105,Lincoln County,719,3578,3241
20107,Linn County,594,9570,9656
20109,Logan County,1073,3046,2756
20111,Lyon County,847,35935,33690
20113,McPherson County,898,29554,29180
20115,Marion County,944,13361,12660
20117,Marshall County,900,10965,10117
20119,Meade County,978,4631,4575
20121,Miami County,576,28351,32787
20123,Mitchell County,702,6932,6373
20125,Montgomery County,644,36252,35471
20127,Morris County,695,6104,5923
20129,Morton County,730,3496,3233
20131,Nemaha County,717,10717,10178
20133,Neosho County,571,16997,16512
20135,Ness County,1075,3454,3107
20137,Norton County,878,5953,5671
20139,Osage County,706,16712,16295
20141,Osborne County,893,4452,3858
20143,Ottawa County,721,6163,6091
20145,Pawnee County,754,7233,6973
20147,Phillips County,886,6001,5642
20149,Pottawatomie County,841,18209,21604
20151,Pratt County,735,9647,9656
20153,Rawlins County,1069,2966,2519
20155,Reno County,1255,64790,64511
20157,Republic County,717,5835,4980
20159,Rice County,726,10761,10083
20161,Riley County,610,62843,71115
20163,Rooks County,891,5685,5181
20165,Rush County,718,3551,3307
20167,Russell County,886,7370,6970
20169,Saline County,720,53597,55606
20171,Scott County,718,5120,4936
20173,Sedgwick County,998,452869,498365
20175,Seward County,640,22510,22952
20177,Shawnee County,544,169871,177934
20179,Sheridan County,896,2813,2556
20181,Sherman County,1056,6760,6010
20183,Smith County,895,4536,3853
20185,Stafford County,792,4789,4437
20187,Stanton County,680,2406,2235
20189,Stevens County,727,5463,5724
20191,Sumner County,1182,25946,24132
20193,Thomas County,1075,8180,7900
20195,Trego County,889,3319,3001
20197,Wabaunsee County,794,6885,7053
20199,Wallace County,914,1749,1485
20201,Washington County,895,6483,5799
20203,Wichita County,719,2531,2234
